# Name,      ,AndroidRegisteredTypes,             ,AndroidRegisteredmaterialTypes, ,NotAndroidRegisteredTypes-Managed, ,NotAndroidRegisteredTypesMaterial-Managed
Androidx,    ,2514,                               ,222,                            ,497,                               ,3261
