NavigationResAttribute,AndroidX.Annotations,managed type,managed type
NonNullAttribute,AndroidX.Annotations,managed type,managed type
NullableAttribute,AndroidX.Annotations,managed type,managed type
PluralsResAttribute,AndroidX.Annotations,managed type,managed type
PxAttribute,AndroidX.Annotations,managed type,managed type
RawResAttribute,AndroidX.Annotations,managed type,managed type
RequiresApiAttribute,AndroidX.Annotations,managed type,managed type
RequiresFeatureAttribute,AndroidX.Annotations,managed type,managed type
RequiresPermissionAttribute,AndroidX.Annotations,managed type,managed type
RestrictToAttribute,AndroidX.Annotations,managed type,managed type
SizeAttribute,AndroidX.Annotations,managed type,managed type
StringDefAttribute,AndroidX.Annotations,managed type,managed type
StringResAttribute,AndroidX.Annotations,managed type,managed type
StyleResAttribute,AndroidX.Annotations,managed type,managed type
StyleableResAttribute,AndroidX.Annotations,managed type,managed type
TransitionResAttribute,AndroidX.Annotations,managed type,managed type
UiThreadAttribute,AndroidX.Annotations,managed type,managed type
VisibleForTestingAttribute,AndroidX.Annotations,managed type,managed type
WorkerThreadAttribute,AndroidX.Annotations,managed type,managed type
XmlResAttribute,AndroidX.Annotations,managed type,managed type
<7918b3fe-9c9b-4075-a5d8-d9a2a40294d1>__TypeRegistrations,Java.Interop,managed type,managed type
AllCapsTransformationMethod,AndroidX.AppCompat.Text,managed type,managed type
AnimatedStateListDrawableCompat,AndroidX.AppCompat.Text,managed type,managed type
DrawableWrapper,AndroidX.AppCompat.Text,managed type,managed type
DrawerArrowDrawable,AndroidX.AppCompat.Text,managed type,managed type
DrawerArrowDrawable.IArrowDirection,AndroidX.AppCompat.Text,managed type,managed type
DrawerArrowDrawable.IArrowDirectionInvoker,AndroidX.AppCompat.Text,managed type,managed type
AppCompatResources,AndroidX.AppCompat.Content.Res,managed type,managed type
AlertDialog,AndroidX.AppCompat.App,managed type,managed type
AlertDialog.Builder,AndroidX.AppCompat.App,managed type,managed type
AlertDialog.IDialogInterfaceOnClickListenerImplementor,AndroidX.AppCompat.App,managed type,managed type
AlertDialog.IDialogInterfaceOnCancelListenerImplementor,AndroidX.AppCompat.App,managed type,managed type
AlertDialog.IDialogInterfaceOnMultiChoiceClickListenerImplementor,AndroidX.AppCompat.App,managed type,managed type
ActionBar,AndroidX.AppCompat.App,managed type,managed type
ActionBar.IDisplayOptions,AndroidX.AppCompat.App,managed type,managed type
ActionBar.IDisplayOptionsInvoker,AndroidX.AppCompat.App,managed type,managed type
ActionBar.LayoutParams,AndroidX.AppCompat.App,managed type,managed type
ActionBar.INavigationMode,AndroidX.AppCompat.App,managed type,managed type
ActionBar.INavigationModeInvoker,AndroidX.AppCompat.App,managed type,managed type
ActionBar.IOnMenuVisibilityListener,AndroidX.AppCompat.App,managed type,managed type
ActionBar.IOnMenuVisibilityListenerInvoker,AndroidX.AppCompat.App,managed type,managed type
ActionBar.MenuVisibilityEventArgs,AndroidX.AppCompat.App,managed type,managed type
ActionBar.IOnMenuVisibilityListenerImplementor,AndroidX.AppCompat.App,managed type,managed type
ActionBar.IOnNavigationListener,AndroidX.AppCompat.App,managed type,managed type
